id,buyer_id,product_id,quantity,city,state,status,created_at,estimated_value
648,2,186,1,Hubballi,Karnataka,new,2024-01-16 17:00:00,7879.16
649,75,226,10,Guwahati,Assam,negotiating,2025-04-12 11:00:00,157809.75
650,8,102,10,Kolkata,West Bengal,contacted,2024-04-22 08:00:00,91550.72
651,87,284,10,Ahmedabad,Gujarat,new,2024-01-12 05:00:00,7975538.46
652,26,11,5,Pune,Maharashtra,quoted,2025-02-07 03:00:00,870544.29
653,54,157,200,Delhi,Delhi,contacted,2025-02-18 11:00:00,143670294.56
654,135,410,100,Coimbatore,Tamil Nadu,lost,2024-02-03 03:00:00,64715983.61
655,34,407,10,Vijayawada,Andhra Pradesh,contacted,2024-07-12 22:00:00,1157585.83
656,154,220,10,Jaipur,Rajasthan,lost,2025-01-25 19:00:00,402214.11
657,138,151,5,Jodhpur,Rajasthan,contacted,2024-01-28 20:00:00,2636713.34
658,33,261,200,Hyderabad,Telangana,contacted,2024-02-11 15:00:00,16743143.71
659,158,34,5,Amritsar,Punjab,quoted,2025-01-19 20:00:00,95358.06
660,96,256,500,Ludhiana,Punjab,quoted,2024-06-13 22:00:00,237518709.69
661,124,367,200,Mumbai,Maharashtra,quoted,2024-10-24 12:00:00,21043797.55
662,150,333,1,Ranchi,Jharkhand,contacted,2025-04-03 06:00:00,395694.43
663,61,203,10,Bengaluru,Karnataka,contacted,2025-03-31 12:00:00,5378297.12
664,96,131,500,Ludhiana,Punjab,new,2025-01-19 02:00:00,272342047.11
665,133,181,10,Bhubaneswar,Odisha,negotiating,2024-08-26 16:00:00,102117.92
666,110,231,200,Durgapur,West Bengal,quoted,2024-07-07 15:00:00,103580000.5
667,98,13,5,Raipur,Chhattisgarh,quoted,2024-05-15 20:00:00,1009776.04
668,22,151,500,Pune,Maharashtra,quoted,2024-11-25 02:00:00,262963747.05
669,59,51,2,Thiruvananthapuram,Kerala,new,2024-01-20 17:00:00,30437.04
670,51,346,50,Coimbatore,Tamil Nadu,contacted,2025-01-16 21:00:00,2270317.37
671,49,362,5,Amritsar,Punjab,expired,2025-01-20 22:00:00,89843.14
672,67,5,20,Noida,Uttar Pradesh,contacted,2024-06-26 12:00:00,70284.68
673,149,388,1,Patna,Bihar,quoted,2024-09-19 04:00:00,25290.46
674,59,117,10,Thiruvananthapuram,Kerala,quoted,2024-09-21 18:00:00,38635.43
675,120,370,200,Jaipur,Rajasthan,quoted,2024-02-13 10:00:00,144002557.32
676,110,395,100,Durgapur,West Bengal,contacted,2024-08-18 17:00:00,15960433.3
677,36,296,5,Chandigarh,Chandigarh,contacted,2025-01-12 00:00:00,4152263.51
678,91,174,10,Bhopal,Madhya Pradesh,quoted,2024-12-17 12:00:00,6647441.65
679,138,154,50,Jodhpur,Rajasthan,negotiating,2024-10-17 01:00:00,19751269.13
680,40,170,100,Lucknow,Uttar Pradesh,expired,2024-04-14 12:00:00,1704161.54
681,99,97,200,Hubballi,Karnataka,new,2024-10-18 14:00:00,119334007.17
682,78,48,5,Bengaluru,Karnataka,new,2024-10-10 05:00:00,25698.79
683,155,251,1,Coimbatore,Tamil Nadu,contacted,2024-02-05 12:00:00,159620.3
684,60,150,500,Delhi,Delhi,new,2024-01-30 11:00:00,7290115.35
685,44,168,100,Ranchi,Jharkhand,quoted,2024-02-26 04:00:00,30584465.68
686,123,381,2,Jodhpur,Rajasthan,quoted,2025-04-07 06:00:00,761649.06
687,53,159,100,Guwahati,Assam,lost,2024-12-06 15:00:00,35028317.1
688,148,159,10,Kanpur,Uttar Pradesh,quoted,2024-12-16 14:00:00,3639403.82
689,2,74,200,Hubballi,Karnataka,new,2024-07-23 19:00:00,83571924.41
690,135,169,200,Coimbatore,Tamil Nadu,quoted,2024-10-21 01:00:00,140620416.35
691,74,331,200,Amritsar,Punjab,quoted,2025-03-07 22:00:00,65716378.15
692,101,314,5,Udaipur,Rajasthan,quoted,2024-04-01 19:00:00,3453902.23
693,118,197,5,Nagpur,Maharashtra,won,2024-02-18 12:00:00,888117.14
694,12,123,5,Indore,Madhya Pradesh,contacted,2024-11-17 17:00:00,3479234.88
695,18,358,10,Bhopal,Madhya Pradesh,lost,2024-07-29 17:00:00,852962.91
696,95,40,2,Howrah,West Bengal,quoted,2025-02-03 10:00:00,9517.58
697,43,130,10,Jaipur,Rajasthan,quoted,2024-08-24 00:00:00,5676351.92
698,119,196,50,Kolkata,West Bengal,won,2025-03-14 06:00:00,911856.36
699,3,129,2,Durgapur,West Bengal,won,2024-03-10 10:00:00,1762084.44
700,119,249,200,Kolkata,West Bengal,new,2024-10-07 21:00:00,558973.67
701,113,72,200,Chennai,Tamil Nadu,lost,2025-03-06 05:00:00,2110876.72
702,5,311,2,Kanpur,Uttar Pradesh,new,2024-03-04 17:00:00,616189.42
703,44,40,1,Ranchi,Jharkhand,won,2024-03-19 14:00:00,4682.48
704,56,366,1,Mumbai,Maharashtra,lost,2024-09-29 06:00:00,1981.76
705,13,326,500,Amritsar,Punjab,negotiating,2025-01-01 21:00:00,364093664.15
706,100,354,20,Coimbatore,Tamil Nadu,quoted,2024-11-02 00:00:00,11952735.45
707,97,393,10,Ludhiana,Punjab,lost,2024-07-10 07:00:00,217733.22
708,5,216,1,Kanpur,Uttar Pradesh,expired,2024-06-21 06:00:00,361004.26
709,17,113,2,Lucknow,Uttar Pradesh,won,2025-03-01 21:00:00,164477.74
710,43,23,100,Jaipur,Rajasthan,quoted,2025-02-21 10:00:00,350675.32
711,49,320,10,Amritsar,Punjab,lost,2024-07-21 13:00:00,4877213.91
712,55,55,50,Rajkot,Gujarat,contacted,2024-01-08 12:00:00,36083431.09
713,4,200,10,Vadodara,Gujarat,quoted,2024-02-03 21:00:00,2842233.09
714,160,189,1,Lucknow,Uttar Pradesh,new,2024-04-21 13:00:00,120623.98
715,154,256,2,Jaipur,Rajasthan,won,2025-02-09 18:00:00,890111.93
716,25,308,50,Warangal,Telangana,expired,2024-12-22 12:00:00,1156254.93
717,35,171,5,Bhubaneswar,Odisha,negotiating,2025-03-28 22:00:00,3788767.79
718,124,35,50,Mumbai,Maharashtra,new,2025-04-11 18:00:00,825619.16
719,131,328,10,Guwahati,Assam,quoted,2024-12-26 00:00:00,4558739.14
720,158,389,2,Amritsar,Punjab,contacted,2025-01-12 13:00:00,9644.54
721,159,41,1,Raipur,Chhattisgarh,new,2024-09-12 09:00:00,747908.73
722,97,105,1,Ludhiana,Punjab,contacted,2025-01-06 19:00:00,873008.7
723,114,379,50,Mumbai,Maharashtra,new,2024-06-11 20:00:00,32314318.08
724,11,267,100,Udaipur,Rajasthan,negotiating,2024-05-27 00:00:00,13129701.9
725,85,176,10,Udaipur,Rajasthan,contacted,2024-01-28 21:00:00,2922397.71
726,57,312,100,Udaipur,Rajasthan,quoted,2024-04-03 14:00:00,85881076.03
727,17,252,2,Lucknow,Uttar Pradesh,expired,2024-01-27 20:00:00,1429074.18
728,53,65,2,Guwahati,Assam,new,2024-10-08 06:00:00,50967.14
729,21,219,200,Pune,Maharashtra,contacted,2025-01-04 06:00:00,53042925.25
730,46,311,10,Jaipur,Rajasthan,contacted,2024-10-22 14:00:00,3275967.42
731,52,140,200,Vadodara,Gujarat,new,2025-05-12 11:00:00,129515053.82
732,43,242,200,Jaipur,Rajasthan,quoted,2024-11-08 23:00:00,82719660.07
733,40,420,200,Lucknow,Uttar Pradesh,new,2024-07-14 13:00:00,2201316.74
734,77,305,500,Hyderabad,Telangana,new,2025-01-07 05:00:00,3795377.2
735,119,157,200,Kolkata,West Bengal,contacted,2024-10-14 19:00:00,136266713.96
736,86,70,200,Vijayawada,Andhra Pradesh,contacted,2025-04-14 06:00:00,79603344.37
737,129,374,50,Jodhpur,Rajasthan,quoted,2025-04-18 13:00:00,36431268.05
738,96,197,200,Ludhiana,Punjab,contacted,2024-10-28 02:00:00,32609298.23
739,10,64,100,Raipur,Chhattisgarh,lost,2024-03-24 06:00:00,3206867.75
740,66,395,50,Vijayawada,Andhra Pradesh,quoted,2024-09-07 20:00:00,9815094.37
741,15,334,100,Chandigarh,Chandigarh,lost,2025-01-11 07:00:00,4253172.99
742,9,417,50,Bhopal,Madhya Pradesh,negotiating,2024-12-12 00:00:00,32749226.57
743,38,134,200,Ludhiana,Punjab,lost,2024-03-16 08:00:00,4045596.55
744,149,340,5,Patna,Bihar,new,2025-01-29 02:00:00,1003891.71
745,99,204,2,Hubballi,Karnataka,quoted,2024-04-06 13:00:00,1474253.86
746,110,130,20,Durgapur,West Bengal,quoted,2024-09-29 21:00:00,14530005.25
747,151,158,100,Hyderabad,Telangana,won,2025-04-18 23:00:00,58526140.51
748,28,326,50,Noida,Uttar Pradesh,lost,2024-05-17 23:00:00,29699295.18
749,102,358,20,Ranchi,Jharkhand,new,2024-03-27 15:00:00,1636840.32
750,18,397,100,Bhopal,Madhya Pradesh,quoted,2024-12-01 09:00:00,35102407.46
751,44,91,50,Ranchi,Jharkhand,contacted,2024-03-09 06:00:00,8245289.61
752,129,57,200,Jodhpur,Rajasthan,negotiating,2024-04-18 05:00:00,2947524.89
753,47,415,10,Ranchi,Jharkhand,contacted,2025-04-06 13:00:00,7329528.1
754,160,56,5,Lucknow,Uttar Pradesh,new,2024-02-13 12:00:00,3340807.01
755,17,176,1,Lucknow,Uttar Pradesh,negotiating,2024-09-01 15:00:00,268108.53
756,26,5,1,Pune,Maharashtra,contacted,2025-05-04 00:00:00,3253.4
757,11,50,10,Udaipur,Rajasthan,quoted,2024-01-04 12:00:00,37444.6
758,69,249,200,Chennai,Tamil Nadu,won,2024-11-05 13:00:00,576104.14
759,88,162,10,Thiruvananthapuram,Kerala,lost,2024-12-06 12:00:00,209177.89
760,15,183,50,Chandigarh,Chandigarh,lost,2024-01-02 14:00:00,6579825.14
761,103,372,5,Raipur,Chhattisgarh,new,2024-03-03 16:00:00,57598.94
762,64,189,200,Jaipur,Rajasthan,negotiating,2024-12-03 15:00:00,25766888.71
763,49,2,50,Amritsar,Punjab,new,2024-07-03 01:00:00,1180474.06
764,84,348,200,Patna,Bihar,contacted,2024-09-05 12:00:00,1454579.55
765,21,179,100,Pune,Maharashtra,lost,2025-04-27 15:00:00,13275446.23
766,26,376,100,Pune,Maharashtra,contacted,2024-04-09 22:00:00,70991341.73
767,134,293,500,Warangal,Telangana,new,2024-09-11 02:00:00,163619327.07
768,141,240,5,Bhopal,Madhya Pradesh,lost,2025-05-03 03:00:00,10946.18
769,139,124,10,Jodhpur,Rajasthan,contacted,2025-01-20 21:00:00,8264293.5
770,28,223,1,Noida,Uttar Pradesh,new,2025-04-20 10:00:00,49495.88
771,72,113,20,Warangal,Telangana,won,2025-05-02 21:00:00,1620233.64
772,35,274,200,Bhubaneswar,Odisha,new,2024-12-20 10:00:00,188894481.61
773,148,393,2,Kanpur,Uttar Pradesh,negotiating,2024-07-12 22:00:00,51341.75
774,98,335,500,Raipur,Chhattisgarh,expired,2024-08-11 07:00:00,9889049.33
775,30,149,2,Visakhapatnam,Andhra Pradesh,new,2024-06-23 23:00:00,546893.56
776,49,382,2,Amritsar,Punjab,negotiating,2024-03-06 10:00:00,1820864.39
777,148,378,1,Kanpur,Uttar Pradesh,contacted,2024-10-29 17:00:00,211017.64
778,100,217,50,Coimbatore,Tamil Nadu,won,2025-02-12 21:00:00,41736963.02
779,33,267,10,Hyderabad,Telangana,new,2024-01-05 17:00:00,1580230.42
780,81,75,20,Thiruvananthapuram,Kerala,lost,2024-09-12 21:00:00,449404.08
781,154,146,5,Jaipur,Rajasthan,won,2025-03-10 22:00:00,3517657.5
782,82,159,500,Nagpur,Maharashtra,expired,2024-03-04 08:00:00,224197342.25
783,147,245,10,Kolkata,West Bengal,quoted,2024-12-26 12:00:00,6337937.45
784,86,79,10,Vijayawada,Andhra Pradesh,lost,2025-04-23 07:00:00,7592321.01
785,14,398,5,Indore,Madhya Pradesh,lost,2025-01-07 12:00:00,5375.73
786,41,12,500,Jodhpur,Rajasthan,quoted,2024-08-04 21:00:00,327539244.76
787,90,388,100,Chennai,Tamil Nadu,quoted,2024-09-27 23:00:00,2130813.01
788,50,359,500,Rajkot,Gujarat,quoted,2024-03-08 10:00:00,310162851.24
789,149,413,1,Patna,Bihar,lost,2024-12-29 09:00:00,553418.33
790,42,296,5,Mumbai,Maharashtra,quoted,2024-09-04 09:00:00,4647348.31
791,54,112,10,Delhi,Delhi,won,2024-01-05 11:00:00,7152021.3
792,148,53,5,Kanpur,Uttar Pradesh,quoted,2024-08-06 21:00:00,1673736.6
793,15,50,50,Chandigarh,Chandigarh,expired,2024-04-01 01:00:00,160763.68
794,132,333,50,Bhopal,Madhya Pradesh,negotiating,2025-05-11 04:00:00,20837922.22
795,104,126,1,Mysuru,Karnataka,new,2024-07-22 15:00:00,72853.04
796,153,89,100,Pune,Maharashtra,won,2025-02-11 21:00:00,2311365.56
797,119,419,100,Kolkata,West Bengal,contacted,2024-11-30 14:00:00,360879.45
798,31,60,2,Bhopal,Madhya Pradesh,new,2024-11-24 21:00:00,10220.51
799,58,12,200,Delhi,Delhi,contacted,2025-01-16 03:00:00,143730831.93
800,47,197,200,Ranchi,Jharkhand,expired,2024-12-25 13:00:00,31498649.68
